title_1,description_1,title_2,description_2,label,title_similarity,description_similarity,combined_similarity
The computer suddenly shut down because of an electrical problem.,There is smoke coming from an electrical outlet in Lab 3.,Computer is not working,There is smoke coming from an electrical outlet in Lab 1. It happened again. It happened again.,1,0.06510091186558999,0.7413335950328485,0.2679707168157675
Projector is not displaying,A possible gas leak has been reported near Lecture Hall 3.,Projector is not displaying,There are visible electrical sparks near Lecture Hall 2. It happened again.,1,1.0,0.15376381006555173,0.7461291430196655
Computer is not working,There is smoke coming from an electrical outlet in Lecture Hall 3. It happened again.,The network connection is unstable in Lab 2.,There is smoke coming from an electrical outlet in Lecture Hall 4.,0,0.028522790142747494,0.9152546664683159,0.294542353040418
Furniture needs repair,There are visible electrical sparks near Lab 1.,Furniture needs repair,There is a strong burning smell and possible fire near Lab 1. It happened again.,1,1.0000000000000002,0.13826293748326313,0.741478881244979
We cannot access the internet in Lab 2.,A possible gas leak has been reported near Lecture Hall 1.,The network connection is unstable in Lab 2.,There is a strong burning smell and possible fire near Lecture Hall 1. It happened again.,1,0.22678606659596584,0.1679244213234656,0.20912757301421575
Electrical problem,There is a strong burning smell and possible fire near Lecture Hall 1. It happened again.,The display does not work when connecting the laptop.,There is smoke coming from an electrical outlet in Lecture Hall 1.,0,0.0,0.14186385620925893,0.042559156862777676
Network connection is unavailable,There are visible electrical sparks near Lecture Hall 1. It happened again.,Network connection is unavailable,A possible gas leak has been reported near Lecture Hall 2.,0,1.0,0.15376381006555173,0.7461291430196655
Printer is not working,There is smoke coming from an electrical outlet in Lab 1.,Printer is not working,There is smoke coming from an electrical outlet in Lab 3. It happened again.,1,1.0,0.9064069808747843,0.9719220942624353
Electrical problem,There is a strong burning smell and possible fire near Lab 3.,The computer suddenly shut down because of an electrical problem.,There is smoke coming from an electrical outlet in Lab 2. It happened again.,1,0.2845036074833617,0.1076626997785349,0.23145133517191363
Furniture needs repair,There is smoke coming from an electrical outlet in Lab 2.,Furniture needs repair,A possible gas leak has been reported near Lecture Hall 1. It happened again.,1,1.0000000000000002,0.0,0.7000000000000001
Furniture needs repair,A possible gas leak has been reported near Lab 3.,Furniture needs repair,There is a strong burning smell and possible fire near Lab 1. It happened again.,1,1.0000000000000002,0.14743299549032549,0.7442298986470977
Computer is not working,There are visible electrical sparks near Lecture Hall 4. It happened again.,Computer is not working,There is smoke coming from an electrical outlet in Lab 2. It happened again.,0,1.0,0.1815589511138267,0.754467685334148
Furniture needs repair,There is a strong burning smell and possible fire near Lab 3. It happened again.,Plumbing problem,There is a strong burning smell and possible fire near Lab 2.,0,0.0,0.9083699569865714,0.27251098709597144
WiFi is not working,There is smoke coming from an electrical outlet in Lecture Hall 4.,Internet is not working in Lab 3.,A possible gas leak has been reported near Lab 3. It happened again.,1,0.23773108230993584,0.0,0.16641175761695506
Required software is not working,There are visible electrical sparks near Lab 1.,Required software is not working,There is a strong burning smell and possible fire near Lecture Hall 2. It happened again.,1,1.0000000000000002,0.0405412503540353,0.7121623751062106
The computer lost power in Lab 1.,There are visible electrical sparks near Lecture Hall 1. It happened again.,WiFi is not working,There is a strong burning smell and possible fire near Lab 2.,0,0.0,0.03937879656590962,0.011813638969772885
Air conditioner problem,There are visible electrical sparks near Lecture Hall 1. It happened again.,Lighting problem,There is smoke coming from an electrical outlet in Lecture Hall 1.,0,0.13119379429274705,0.13141885630925465,0.13126131289769932
WiFi is not working,There is smoke coming from an electrical outlet in Lecture Hall 1. It happened again.,WiFi is not working,There are visible electrical sparks near Lab 3.,0,1.0000000000000002,0.05435082072994109,0.7163052462189824
Electrical problem,A possible gas leak has been reported near Lab 3. It happened again.,Printer is not working,There is a strong burning smell and possible fire near Lecture Hall 4.,0,0.0,0.049921374894531814,0.014976412468359544
Computer is not working,There is smoke coming from an electrical outlet in Lab 1. It happened again.,Computer is not working,There are visible electrical sparks near Lab 2. It happened again.,1,1.0,0.2828135824088992,0.7848440747226697
Network connection is unavailable,There are visible electrical sparks near Lab 3.,Network connection is unavailable,There is smoke coming from an electrical outlet in Lecture Hall 1. It happened again.,1,1.0,0.05435082072994109,0.7163052462189823
The computer suddenly shut down because of an electrical problem.,There is smoke coming from an electrical outlet in Lab 2. It happened again.,Computer is not working,There is smoke coming from an electrical outlet in Lecture Hall 4.,0,0.06510091186558999,0.7653106893376384,0.2751638451072045
The room is hot and the AC is not working.,There are visible electrical sparks near Lecture Hall 2.,The AC stopped after the power went off.,There is smoke coming from an electrical outlet in Lecture Hall 3. It happened again.,1,0.21487697265901784,0.13450672713821177,0.190765899002776
Network connection is unavailable,There are visible electrical sparks near Lecture Hall 3. It happened again.,Computer is not working,There is a strong burning smell and possible fire near Lecture Hall 2.,0,0.047678583786932106,0.1552764050092135,0.07995793015361652
Furniture needs repair,There is smoke coming from an electrical outlet in Lab 3.,Furniture needs repair,There are visible electrical sparks near Lab 1. It happened again.,1,1.0000000000000002,0.09296892831801354,0.7278906784954041
Cleaning request,There is smoke coming from an electrical outlet in Lab 2.,Cleaning request,A possible gas leak has been reported near Lecture Hall 3. It happened again.,1,1.0000000000000002,0.0,0.7000000000000001
WiFi is not working,A possible gas leak has been reported near Lecture Hall 3.,WiFi is not working,A possible gas leak has been reported near Lecture Hall 3. It happened again.,1,1.0000000000000002,0.8977127795094942,0.9693138338528483
Projector is not displaying,A possible gas leak has been reported near Lecture Hall 3.,Projector is not displaying,There is a strong burning smell and possible fire near Lecture Hall 4. It happened again.,1,1.0,0.1679244213234656,0.7503773263970397
Projector is not displaying,A possible gas leak has been reported near Lecture Hall 1. It happened again.,The presentation is not showing from the computer in Lecture Hall 2.,A possible gas leak has been reported near Lecture Hall 3. It happened again.,1,0.05191882656557064,1.0000000000000002,0.33634317859589946
WiFi is not working,There are visible electrical sparks near Lecture Hall 2. It happened again.,Electrical problem,There are visible electrical sparks near Lab 3.,0,0.0,0.7715097309554404,0.23145291928663211
Furniture needs repair,There is a strong burning smell and possible fire near Lab 1. It happened again.,Network connection is unavailable,A possible gas leak has been reported near Lab 2. It happened again.,0,0.0,0.32417381122689237,0.09725214336806771
The network connection is unstable in Lab 3.,There are visible electrical sparks near Lab 1. It happened again.,Electrical problem,There is smoke coming from an electrical outlet in Lecture Hall 3.,0,0.0,0.05241447643245055,0.015724342929735163
We cannot access the internet in Lab 3.,There are visible electrical sparks near Lecture Hall 4.,WiFi is not working,A possible gas leak has been reported near Lab 2. It happened again.,1,0.0,0.022419625450779652,0.006725887635233896
Furniture needs repair,There are visible electrical sparks near Lab 1. It happened again.,WiFi is not working,A possible gas leak has been reported near Lecture Hall 3.,0,0.0,0.0223341957571437,0.006700258727143109
Required software is not working,A possible gas leak has been reported near Lab 2. It happened again.,Furniture needs repair,There is a strong burning smell and possible fire near Lecture Hall 3.,0,0.0,0.049921374894531814,0.014976412468359544
Cleaning request,There is smoke coming from an electrical outlet in Lab 2.,Cleaning request,There is a strong burning smell and possible fire near Lecture Hall 2. It happened again.,1,1.0000000000000002,0.07217803657849589,0.7216534109735488
WiFi is not working,A possible gas leak has been reported near Lab 3.,The connection keeps dropping in Lecture Hall 1.,There are visible electrical sparks near Lecture Hall 1. It happened again.,1,0.0,0.022614530485324226,0.006784359145597268
The AC stopped after the power went off.,There is smoke coming from an electrical outlet in Lecture Hall 3. It happened again.,Projector is not displaying,A possible gas leak has been reported near Lecture Hall 2.,0,0.0,0.0793808057797547,0.02381424173392641
Cleaning request,There is smoke coming from an electrical outlet in Lab 3. It happened again.,Computer is not working,There are visible electrical sparks near Lecture Hall 2.,0,0.0,0.05355951783754745,0.016067855351264235
The connection keeps dropping in Lecture Hall 1.,There are visible electrical sparks near Lecture Hall 1. It happened again.,Projector is not displaying,There is smoke coming from an electrical outlet in Lab 3.,0,0.0,0.05284075895371445,0.015852227686114335
We cannot access the internet in Lab 3.,A possible gas leak has been reported near Lecture Hall 4. It happened again.,Plumbing problem,There is smoke coming from an electrical outlet in Lab 3.,0,0.0,0.0,0.0
Computer is not working,A possible gas leak has been reported near Lecture Hall 4. It happened again.,Air conditioner problem,There is smoke coming from an electrical outlet in Lecture Hall 1.,0,0.0,0.07785938319355601,0.0233578149580668
Internet is not working in Lab 3.,A possible gas leak has been reported near Lab 3. It happened again.,Lighting problem,There is smoke coming from an electrical outlet in Lecture Hall 4.,0,0.0,0.0,0.0
Required software is not working,There is a strong burning smell and possible fire near Lecture Hall 3.,Required software is not working,A possible gas leak has been reported near Lab 2. It happened again.,1,1.0000000000000002,0.049921374894531814,0.7149764124683596
Computer is not working,There is smoke coming from an electrical outlet in Lecture Hall 3.,The computer lost power in Lab 1.,There are visible electrical sparks near Lecture Hall 1. It happened again.,1,0.08533717955449015,0.13141885630925465,0.09916168258091948
The computer has a problem when opening the program.,There is a strong burning smell and possible fire near Lab 2. It happened again.,WiFi is not working,There is a strong burning smell and possible fire near Lab 1.,0,0.0,0.9083699569865714,0.27251098709597144
WiFi is not working,There is smoke coming from an electrical outlet in Lecture Hall 4. It happened again.,Computer is not working,There is a strong burning smell and possible fire near Lecture Hall 2.,0,0.4872459056692181,0.14155688855557613,0.38353920053512547
WiFi is not working,There is smoke coming from an electrical outlet in Lecture Hall 4.,The network connection is unstable in Lecture Hall 2.,There are visible electrical sparks near Lecture Hall 2. It happened again.,1,0.02551683823759259,0.13141885630925465,0.057287443659091206
Printer is not working,There is smoke coming from an electrical outlet in Lab 3. It happened again.,Cleaning request,There is smoke coming from an electrical outlet in Lecture Hall 4.,0,0.0,0.7653106893376384,0.2295932068012915
Network connection is unavailable,A possible gas leak has been reported near Lab 1.,Network connection is unavailable,A possible gas leak has been reported near Lab 1. It happened again.,1,1.0,0.8865360637231269,0.965960819116938
Projector is not displaying,There are visible electrical sparks near Lecture Hall 2. It happened again.,Cleaning request,A possible gas leak has been reported near Lecture Hall 1.,0,0.0,0.15376381006555173,0.04612914301966552
Possible gas leak,A possible gas leak has been reported near Lab 2.,Electrical problem,There is a strong burning smell and possible fire near Lab 1. It happened again.,1,0.0,0.14743299549032549,0.04422989864709764
Lighting problem,A possible gas leak has been reported near Lecture Hall 3.,Lighting problem,There is a strong burning smell and possible fire near Lecture Hall 4. It happened again.,1,1.0000000000000002,0.1679244213234656,0.7503773263970397
Electrical problem,There is smoke coming from an electrical outlet in Lecture Hall 3. It happened again.,Computer is not working,A possible gas leak has been reported near Lab 2.,0,0.0,0.0,0.0
Projector is not displaying,A possible gas leak has been reported near Lecture Hall 3. It happened again.,WiFi is not working,There is smoke coming from an electrical outlet in Lecture Hall 2.,0,0.1892285155431635,0.07785938319355601,0.15581777583828124
